LSOA11CD,crime_count,hotspot_10,ptal_score,imd_score,pop_density,road_density,node_density
E01003773,415.0,0.0,10.761,14.99,7718.6,37700.0,1284.0
E01003774,205.0,0.0,9.714,8.887,7545.8,39580.0,758.0
E01003775,182.0,0.0,8.428,7.581,5009.1,47523.0,1514.0
E01003776,375.0,0.0,10.911,23.873,5010.1,40896.0,1427.0
E01003777,332.0,0.0,18.144,7.823,7745.2,31831.0,734.0
E01003778,872.0,1.0,18.158,9.642,5555.6,56842.0,1782.0
E01003779,233.0,0.0,16.896,14.112,9850.6,52787.0,2023.0
E01003780,114.0,0.0,3.484,5.828,5208.3,20133.0,200.0
E01003781,807.0,1.0,21.473,17.125,12019.1,24471.0,314.0
E01003782,369.0,0.0,19.546,21.961,10394.3,39742.0,1302.0
E01003783,2940.0,1.0,31.033,34.175,10738.5,56007.0,3013.0
E01003784,325.0,0.0,6.915,18.41,14522.4,35728.0,240.0
E01003785,533.0,0.0,10.184,25.704,5670.7,35818.0,490.0
E01003786,216.0,0.0,4.311,12.992,12574.9,32442.0,261.0
E01003787,221.0,0.0,8.027,15.402,12194.2,35842.0,236.0
E01003788,769.0,0.0,18.528,24.91,11526.4,56903.0,1797.0
E01003789,238.0,0.0,13.846,10.258,4606.9,29600.0,869.0
E01003790,226.0,0.0,0.792,16.218,1751.0,30730.0,1037.0
E01003791,223.0,0.0,5.63,15.669,1162.1,31266.0,977.0
E01003792,190.0,0.0,4.312,11.304,1821.6,37700.0,1068.0
E01003793,356.0,0.0,3.623,24.975,2770.3,38772.0,1399.0
E01003794,214.0,0.0,4.319,7.939,4352.3,39459.0,689.0
E01003795,269.0,0.0,4.093,8.353,1568.5,34215.0,1071.0
E01003796,210.0,0.0,9.257,9.481,6412.3,46227.0,1502.0
E01003797,183.0,0.0,6.109,5.944,3390.4,29795.0,687.0
E01003798,266.0,0.0,9.163,8.509,6333.3,29433.0,762.0
E01003799,314.0,0.0,6.33,7.18,1906.2,28254.0,1336.0
E01003800,286.0,0.0,11.134,13.145,5850.5,35017.0,1331.0
E01003801,137.0,0.0,8.477,4.028,4006.9,33461.0,1129.0
E01003802,114.0,0.0,5.282,4.675,3532.0,23228.0,957.0
E01003803,234.0,0.0,5.813,23.823,7652.6,30139.0,1207.0
E01003804,202.0,0.0,7.549,5.756,10542.6,39419.0,1050.0
E01003805,191.0,0.0,1.122,3.697,2164.2,55326.0,771.0
E01003806,213.0,0.0,0.812,8.022,355.4,29154.0,757.0
E01003807,539.0,0.0,9.865,7.831,10697.2,54614.0,1728.0
E01003808,251.0,0.0,9.596,5.994,13938.1,49275.0,1289.0
E01003809,258.0,0.0,4.662,6.067,4353.4,31005.0,704.0
E01003810,173.0,0.0,11.139,7.461,8610.7,43887.0,1192.0
E01003811,155.0,0.0,8.228,5.515,10325.3,40111.0,1132.0
E01003812,266.0,0.0,11.085,7.792,6395.6,40766.0,1816.0
E01003813,184.0,0.0,4.574,4.739,5108.8,26140.0,619.0
E01003814,189.0,0.0,6.429,8.961,4204.3,49609.0,1573.0
E01003815,386.0,0.0,4.819,8.914,3835.6,41043.0,1155.0
E01003816,272.0,0.0,1.713,12.147,572.3,29820.0,808.0
E01003817,454.0,0.0,1.101,11.002,484.4,30721.0,1058.0
E01003818,167.0,0.0,2.118,7.107,3308.6,49070.0,1914.0
E01003819,290.0,0.0,1.733,28.717,1684.2,29681.0,1028.0
E01003820,227.0,0.0,3.486,11.453,6887.1,42745.0,1301.0
E01003821,299.0,0.0,5.45,5.143,5714.8,103311.0,2783.0
E01003822,99.0,0.0,5.042,2.997,3946.0,22244.0,563.0
E01003823,444.0,0.0,2.939,7.241,396.5,20399.0,703.0
E01003824,147.0,0.0,5.929,4.594,5003.1,28427.0,855.0
E01003825,136.0,0.0,3.417,3.249,5154.0,35509.0,1283.0
E01003826,322.0,0.0,2.083,22.898,1642.1,19849.0,781.0
E01003827,278.0,0.0,4.663,8.485,4246.8,31880.0,1225.0
E01003828,150.0,0.0,4.596,6.069,4925.8,38961.0,939.0
E01003829,567.0,0.0,3.806,26.698,4225.0,23510.0,791.0
E01003830,217.0,0.0,4.821,9.449,3691.6,42857.6,1779.2
E01003831,213.0,0.0,3.876,10.154,5309.5,42599.0,1622.0
E01003832,355.0,0.0,3.551,37.019,6683.1,61399.0,3107.0
E01003833,334.0,0.0,4.087,16.556,7465.8,47819.0,2437.0
E01003834,310.0,0.0,6.75,7.292,1477.4,35389.0,1412.0
E01003835,193.0,0.0,3.945,4.465,4542.7,26535.0,912.0
E01003836,122.0,0.0,6.586,12.983,5568.5,42979.0,956.0
E01003837,300.0,0.0,1.949,7.835,3992.2,31319.0,1092.0
E01003838,185.0,0.0,6.611,7.339,5897.9,37234.0,1042.0
E01003839,354.0,0.0,10.264,13.14,9943.4,47797.0,1953.0
E01003840,225.0,0.0,4.079,14.808,9134.6,39215.0,1062.0
E01003841,489.0,0.0,3.712,26.04,7441.5,41506.0,1018.0
E01003842,282.0,0.0,3.168,20.358,4359.8,34666.0,1328.0
E01003843,311.0,0.0,4.025,15.73,6677.7,40685.0,710.0
E01003844,285.0,0.0,6.601,9.207,5113.6,49143.0,1057.0
E01003845,205.0,0.0,2.95,9.314,4157.3,45611.0,1505.0
E01003846,197.0,0.0,6.95,4.171,7151.8,37393.0,1067.0
E01003847,422.0,0.0,3.828,6.72,1059.7,29353.0,1414.0
E01003848,249.0,0.0,15.426,11.354,9553.7,47848.0,1526.0
E01003849,212.0,0.0,8.61,8.448,7639.7,36423.0,754.0
E01003851,273.0,0.0,8.767,5.879,6512.2,45594.0,1562.0
E01003852,301.0,0.0,12.446,13.631,2024.7,49848.0,1877.0
E01003853,235.0,0.0,9.372,11.466,4761.0,49080.0,1253.0
E01003854,421.0,0.0,10.799,7.824,10078.3,45452.0,1559.0
E01003855,493.0,0.0,5.31,19.172,6589.3,40896.0,1514.0
E01003856,192.0,0.0,8.338,6.295,13894.8,49088.0,1029.0
E01003857,205.0,0.0,6.613,5.533,12476.8,54003.0,1852.0
E01003858,238.0,0.0,7.391,3.877,10128.3,52695.0,1240.0
E01003859,219.0,0.0,8.325,6.736,8457.5,43843.0,1375.0
E01003860,497.0,0.0,7.288,9.269,1133.9,15690.0,782.0
E01003861,264.0,0.0,23.909,8.226,10161.1,54579.0,1738.0
E01003862,624.0,0.0,12.051,17.786,9133.9,38357.0,946.0
E01003863,201.0,0.0,15.025,18.695,6825.0,33425.0,1061.0
E01003864,287.0,0.0,14.337,7.131,5709.8,48166.0,1662.0
E01003865,256.0,0.0,7.779,11.466,10555.1,35538.0,986.0
E01003866,133.0,0.0,7.671,3.804,11007.1,46355.0,1999.0
E01003867,400.0,0.0,7.954,11.779,3829.4,41018.0,1430.0
E01003868,201.0,0.0,12.347,5.583,11807.2,44066.0,1507.0
E01003869,241.0,0.0,11.519,5.06,5145.3,40203.0,1355.0
E01003870,279.0,0.0,8.735,5.807,4907.6,37852.0,1726.0
E01003871,164.0,0.0,4.939,4.824,9131.6,28283.0,1220.0
E01003872,242.0,0.0,6.447,7.634,4969.9,29380.0,1106.0
E01003873,386.0,0.0,26.007,7.46,8421.1,36776.0,914.0
E01003874,158.0,0.0,13.399,5.246,11187.7,38665.0,917.0
E01003875,252.0,0.0,6.254,7.33,3281.7,33355.0,946.0
E01003876,2595.0,1.0,27.448,6.706,3905.9,40448.0,2223.0
E01003877,139.0,0.0,14.933,6.021,9451.1,46160.0,825.0
E01003878,334.0,0.0,1.551,19.583,1476.4,55991.0,1118.0
E01003879,164.0,0.0,3.267,5.901,7556.0,40708.0,1292.0
E01003880,174.0,0.0,10.057,6.098,6682.3,31166.0,1075.0
E01003881,140.0,0.0,6.111,4.598,5344.8,26031.0,881.0
E01003882,351.0,0.0,16.695,6.198,9319.7,28816.0,1165.0
E01003883,241.0,0.0,9.508,4.784,10563.7,40811.0,1083.0
E01003884,266.0,0.0,10.151,5.571,6179.3,34741.0,1285.0
E01003885,170.0,0.0,9.966,6.094,3501.7,30646.0,1080.3
E01003886,168.0,0.0,10.973,3.466,8033.2,46360.0,1920.0
E01003887,295.0,0.0,11.938,4.573,8065.7,45225.0,1349.0
E01003888,535.0,0.0,4.755,13.591,2578.5,46986.0,1500.0
E01003889,210.0,0.0,2.324,4.826,657.4,33966.0,1000.0
E01003890,129.0,0.0,5.62,6.593,7742.2,36221.0,1081.0
E01003891,251.0,0.0,6.256,2.666,5709.6,42019.0,1869.0
E01003892,149.0,0.0,8.137,3.779,5093.8,19961.0,967.0
E01003893,191.0,0.0,12.182,6.7,7307.5,29080.0,797.0
E01003894,161.0,0.0,14.35,4.823,10012.0,44404.0,1319.0
E01003895,220.0,0.0,10.582,8.016,3965.6,27906.0,946.0
E01003896,796.0,1.0,19.868,7.551,6106.4,32649.0,1770.0
E01003897,668.0,0.0,21.738,8.295,9974.6,48887.0,2615.0
E01003898,199.0,0.0,11.194,7.887,9358.8,33857.0,1122.0
E01003899,193.0,0.0,8.266,5.147,8859.7,39232.0,630.0
E01003900,332.0,0.0,7.395,21.164,2265.7,21449.0,762.0
E01003901,188.0,0.0,1.693,7.055,6380.2,40170.0,1347.0
E01003902,224.0,0.0,7.089,5.894,8481.5,53636.0,2016.0
E01003903,412.0,0.0,5.395,13.193,2435.3,21491.0,677.0
E01003904,229.0,0.0,5.061,10.731,6727.3,36854.0,1089.0
E01003905,173.0,0.0,5.183,7.581,3503.8,41478.0,966.0
E01003906,261.0,0.0,7.874,12.068,8174.8,43329.0,911.0
E01003907,251.0,0.0,2.009,20.973,7020.1,32763.0,822.0
E01003908,218.0,0.0,6.122,6.907,6213.6,28879.0,712.0
E01003909,574.0,0.0,7.827,7.634,7350.4,48128.0,677.0
E01003910,160.0,0.0,4.114,6.487,5585.6,54832.0,1058.0
E01003911,388.0,0.0,14.285,29.823,18593.1,73107.0,3254.0
E01003912,279.0,0.0,13.474,40.627,23921.6,73329.0,2176.0
E01003913,1186.0,1.0,25.131,19.198,8678.8,47564.0,2579.0
E01003914,476.0,0.0,13.851,21.514,12740.4,28671.0,585.0
E01003915,412.0,0.0,7.365,28.036,18993.8,65953.0,2627.0
E01003916,582.0,0.0,7.25,24.749,15962.9,41890.0,1477.0
E01003917,385.0,0.0,12.083,30.163,16914.8,46746.0,1654.0
E01003918,357.0,0.0,18.746,34.58,16877.9,52534.0,1903.0
E01003919,524.0,0.0,20.73,23.585,10440.6,61077.0,1952.0
E01003920,413.0,0.0,21.992,32.296,24246.3,56743.0,2175.0
E01003921,1432.0,1.0,33.812,39.685,16055.3,72372.0,2643.0
E01003922,746.0,0.0,27.106,30.64,16118.3,54493.0,1841.0
E01003923,456.0,0.0,19.994,26.667,13765.8,41191.0,1369.0
E01003924,425.0,0.0,23.213,31.183,26314.5,65069.0,1622.0
E01003925,287.0,0.0,16.701,32.72,23001.1,39898.0,1631.0
E01003926,345.0,0.0,15.355,31.441,13056.1,46167.0,1407.0
E01003927,1792.0,1.0,79.52,16.421,9656.8,58613.0,3075.0
E01003929,2891.0,1.0,92.32,22.973,8456.0,77873.0,5401.0
E01003930,530.0,0.0,98.703,28.921,18263.7,82458.0,3271.0
E01003932,897.0,1.0,78.251,38.967,12600.2,95645.0,7582.0
E01003933,850.0,1.0,63.693,33.607,10728.2,68469.0,4605.0
E01003934,1878.0,1.0,75.842,18.616,8220.4,60762.0,3716.0
E01003935,628.0,0.0,71.412,21.011,9067.8,56123.0,3102.0
E01003936,312.0,0.0,55.675,14.247,17576.7,56407.0,2085.0
E01003937,744.0,0.0,76.336,24.291,16016.7,62400.0,2519.0
E01003938,287.0,0.0,63.915,31.171,23784.1,55407.0,2247.0
E01003939,1770.0,1.0,89.451,20.471,12883.2,55698.0,2407.0
E01003940,305.0,0.0,31.057,33.392,29174.3,65326.0,3922.0
E01003941,612.0,0.0,19.919,18.245,21194.0,64553.0,3145.0
E01003942,390.0,0.0,30.047,31.341,15888.8,66792.0,3540.0
E01003943,437.0,0.0,65.194,40.136,24572.4,55029.0,2848.0
E01003945,238.0,0.0,6.433,16.412,2068.3,29561.0,1382.0
E01003946,303.0,0.0,8.851,17.006,4148.5,47600.0,1742.0
E01003947,336.0,0.0,8.847,36.138,11510.4,43129.0,1752.0
E01003948,346.0,0.0,15.389,17.282,6545.8,43192.0,2187.0
E01003949,353.0,0.0,9.004,17.081,8267.4,43717.0,1000.0
E01003950,292.0,0.0,8.682,27.465,8148.0,36832.0,1018.0
E01003951,285.0,0.0,4.947,16.049,1405.2,23713.0,1008.0
E01003952,636.0,0.0,16.551,15.594,12537.9,44796.0,583.0
E01003953,605.0,0.0,17.458,18.641,9945.7,39598.0,827.0
E01003954,213.0,0.0,12.409,17.262,15746.8,53680.0,405.0
E01003955,236.0,0.0,11.118,18.283,13565.3,47084.0,615.0
E01003956,224.0,0.0,11.482,11.825,16000.0,42186.0,315.0
E01003957,245.0,0.0,9.485,14.122,10604.3,43586.0,564.0
E01003958,390.0,0.0,11.488,16.322,12168.4,30259.0,623.0
E01003960,461.0,0.0,32.667,27.356,13993.7,71346.0,2398.0
E01003961,736.0,0.0,21.553,37.844,17211.6,62297.0,2593.0
E01003963,430.0,0.0,27.845,39.212,28922.6,80747.0,2087.0
E01003964,518.0,0.0,12.605,35.378,21706.8,47537.0,2107.0
E01003966,682.0,0.0,19.632,33.346,20992.1,93358.0,3094.0
E01003967,545.0,0.0,19.617,31.354,22569.3,70283.0,2780.0
E01003968,518.0,0.0,6.823,46.579,21706.8,88321.0,3355.0
E01003969,1319.0,1.0,20.527,24.1,8658.9,45858.0,1676.0
E01003970,545.0,0.0,9.209,38.992,22569.3,72955.0,2728.0
E01003971,353.0,0.0,13.482,50.411,22421.4,89394.0,2831.0
E01003972,439.0,0.0,14.39,27.729,20151.1,76417.0,2077.0
E01003973,766.0,0.0,23.695,29.812,18634.3,47311.0,1478.0
E01003974,518.0,0.0,9.076,35.37,21706.8,90907.0,2727.0
E01003975,424.0,0.0,10.903,31.043,21760.4,56074.0,1974.0
E01003976,740.0,0.0,21.503,30.428,19958.3,59937.0,2317.0
E01003977,456.0,0.0,7.06,27.452,14478.0,59869.0,2411.0
E01003978,600.0,0.0,9.215,22.926,18793.2,59925.0,2450.0
E01003979,874.0,1.0,18.287,29.514,11849.6,46408.0,1694.0
E01003980,686.0,0.0,15.544,32.853,10314.6,52516.0,2265.0
E01003981,2008.0,1.0,84.386,26.493,7928.5,53399.0,3056.0
E01003983,412.0,0.0,13.772,31.14,15950.6,73133.0,2489.0
E01003984,612.0,0.0,20.675,35.23,13828.5,56725.0,2044.0
E01003986,507.0,0.0,13.141,38.146,8791.6,46851.0,1960.0
E01003987,403.0,0.0,4.312,34.241,13394.0,65053.0,1841.0
E01003988,852.0,1.0,10.786,31.655,5245.0,40878.0,2247.0
E01003989,738.0,0.0,9.991,28.863,9212.9,46852.0,1729.0
E01003990,411.0,0.0,11.067,31.077,16137.2,46765.0,1911.0
E01003991,229.0,0.0,8.155,39.26,16113.9,36671.0,1528.0
E01003992,286.0,0.0,16.596,32.416,21607.6,62214.0,1866.0
E01003993,328.0,0.0,8.93,28.38,23539.0,75279.0,2707.0
E01003994,1036.0,1.0,35.947,35.666,12898.4,46057.0,1936.0
E01003995,303.0,0.0,45.615,35.076,21401.9,68070.0,2570.0
E01003997,227.0,0.0,18.504,30.268,17075.1,60733.0,2575.0
E01003998,362.0,0.0,34.361,25.146,15245.7,46830.0,2127.0
E01003999,233.0,0.0,18.359,24.487,16976.2,62558.0,2141.0
E01004000,379.0,0.0,13.324,27.983,12002.5,55912.0,1545.0
E01004001,332.0,0.0,8.269,35.784,9043.5,40925.0,1116.0
E01004002,239.0,0.0,7.921,17.58,5051.9,33792.0,1006.0
E01004003,500.0,0.0,17.364,35.58,14433.9,65147.0,2192.0
E01004004,531.0,0.0,23.132,31.644,13387.8,44277.0,1414.0
E01004005,763.0,0.0,24.514,45.149,15143.2,48199.0,1354.0
E01004006,289.0,0.0,16.316,26.449,12291.9,33934.0,817.0
E01004007,240.0,0.0,10.8,39.431,18060.1,64733.0,2904.0
E01004008,421.0,0.0,28.844,34.841,20776.9,64059.0,2408.0
E01004010,906.0,1.0,25.233,32.313,11709.4,85202.0,5195.0
E01004011,393.0,0.0,10.432,30.983,18479.0,48214.0,2124.0
E01004012,432.0,0.0,5.62,27.301,16685.6,37761.0,1748.0
E01004013,332.0,0.0,14.465,39.137,16099.4,56434.0,2777.0
E01004014,357.0,0.0,6.739,33.895,23318.7,67841.0,3079.0
E01004015,411.0,0.0,10.032,22.806,3155.0,30201.0,1141.0
E01004016,388.0,0.0,8.004,20.176,4531.8,30404.0,798.0
E01004017,238.0,0.0,7.871,15.612,4613.4,25985.0,832.0
E01004018,256.0,0.0,6.669,11.302,7035.9,35246.0,915.0
E01004019,370.0,0.0,11.868,24.043,15533.6,39115.0,1447.0
E01004020,338.0,0.0,4.822,28.028,8917.3,62874.0,5776.0
E01004021,512.0,0.0,16.21,14.812,13942.0,39364.2,829.8
E01004022,600.0,0.0,15.228,24.603,18793.2,48752.0,2408.0
E01004023,643.0,0.0,14.868,28.547,14477.6,69923.0,3231.0
E01004024,470.0,0.0,14.945,31.179,16345.5,53609.0,2444.0
E01004027,370.0,0.0,70.729,19.542,23157.8,69662.0,4865.0
E01004028,733.0,0.0,12.668,26.416,20141.7,64429.0,3110.0
E01004029,347.0,0.0,17.871,12.382,18498.6,77211.0,3079.0
E01004030,346.0,0.0,20.207,24.934,15925.1,68277.0,3285.0
E01004031,2032.0,1.0,27.033,25.963,6102.8,50217.0,3453.0
E01004032,229.0,0.0,18.926,8.261,10966.3,54109.0,2923.0
E01004033,647.0,0.0,25.934,27.067,16698.9,68925.0,3536.0
E01004034,507.0,0.0,17.07,25.711,12139.6,62986.0,4571.0
E01004035,413.0,0.0,17.201,36.203,6357.6,56532.0,3985.0
E01004036,647.0,0.0,22.658,31.501,21816.3,80808.0,4249.0
E01004037,501.0,0.0,12.224,25.892,13654.8,56579.0,2468.0
E01004038,582.0,0.0,11.185,22.29,11168.5,49098.0,2661.0
E01004039,271.0,0.0,12.766,22.583,18025.7,77057.0,3156.0
E01004040,1003.0,1.0,18.229,39.89,17105.3,58497.0,2401.0
E01004041,311.0,0.0,14.444,27.397,21237.0,59974.0,2495.0
E01004042,709.0,0.0,9.92,45.391,13240.9,64317.0,3303.0
E01004043,391.0,0.0,7.13,26.395,11356.8,42362.0,1096.0
E01004044,336.0,0.0,11.57,31.112,20483.6,59956.0,1264.0
E01004045,273.0,0.0,15.349,27.322,25432.7,42510.0,1097.0
E01004046,268.0,0.0,16.783,17.334,10568.7,40574.0,736.0
E01004047,185.0,0.0,14.547,24.36,16235.2,59986.0,1517.0
E01004048,456.0,0.0,11.645,20.516,4025.2,32684.0,1301.0
E01004049,193.0,0.0,21.312,16.687,12523.3,73208.0,3351.0
E01004050,199.0,0.0,13.615,14.511,7524.4,32794.0,670.0
E01004051,210.0,0.0,21.408,9.731,8504.3,50304.0,1819.0
E01004052,416.0,0.0,13.678,15.763,10115.8,48674.0,941.0
E01004053,298.0,0.0,11.503,8.683,12496.7,51911.0,1920.0
E01004054,262.0,0.0,4.738,8.354,12428.9,53409.0,2803.0
E01004055,238.0,0.0,4.433,38.922,6759.8,41335.0,1692.0
E01004056,418.0,0.0,4.487,19.671,12357.3,35263.0,2070.0
E01004057,314.0,0.0,8.457,21.669,9187.9,65426.0,3073.0
E01004058,327.0,0.0,3.334,8.41,12229.4,49121.0,2353.0
E01004059,858.0,1.0,17.777,17.254,6602.9,47398.0,2025.0
E01004060,552.0,0.0,19.287,31.991,20132.9,59152.0,1786.0
E01004061,471.0,0.0,23.253,21.531,7936.8,46621.0,1467.0
E01004062,1220.0,1.0,30.557,29.363,13313.3,72528.0,2767.0
E01004063,628.0,0.0,25.46,27.404,10705.3,44641.0,1399.0
E01004064,508.0,0.0,20.416,30.525,11849.8,54845.0,1576.0
E01004065,280.0,0.0,21.121,19.287,13428.3,35997.0,663.0
E01004066,455.0,0.0,23.872,23.913,14663.4,47007.0,2169.0
E01004067,1995.0,1.0,39.305,35.543,9505.8,41131.0,1670.0
E01004068,546.0,0.0,17.479,34.366,10165.3,44989.0,1469.0
E01004069,312.0,0.0,6.492,9.326,1411.3,32335.0,1777.0
E01004070,311.0,0.0,13.717,13.134,6071.5,34102.0,1357.0
E01004071,240.0,0.0,11.141,18.227,12157.6,56040.0,1781.0
E01004072,301.0,0.0,10.261,9.199,5942.5,30080.0,711.0
E01004073,215.0,0.0,18.236,8.556,9498.5,33008.0,1298.0
E01004074,395.0,0.0,18.376,9.778,4820.6,22312.0,994.0
E01004075,395.0,0.0,5.996,8.625,2908.8,31930.0,1032.0
E01004076,875.0,1.0,3.776,18.319,475.1,19976.0,709.0
E01004077,216.0,0.0,7.055,13.521,6159.1,32458.0,1265.0
E01004078,357.0,0.0,3.243,15.61,5463.3,40044.0,1265.0
E01004079,161.0,0.0,4.758,8.556,4340.1,24331.0,625.0
E01004080,174.0,0.0,8.65,9.86,4719.0,25481.0,905.0
E01004081,212.0,0.0,5.103,12.414,9653.3,43309.0,1131.0
E01004082,127.0,0.0,6.097,5.317,7905.5,41328.0,1159.0
E01004083,289.0,0.0,3.384,44.327,6113.1,45623.0,718.0
E01004084,149.0,0.0,3.225,5.77,2851.8,21506.0,435.0
E01004085,162.0,0.0,1.543,8.478,1989.4,26699.0,428.0
E01004086,413.0,0.0,5.731,15.277,3607.2,26805.0,871.0
E01004087,140.0,0.0,4.418,5.727,4366.6,26082.0,794.0
E01004088,536.0,0.0,3.099,43.226,4135.2,27820.0,595.0
E01004089,411.0,0.0,4.188,35.547,11998.2,60637.0,1536.0
E01004090,376.0,0.0,8.44,34.411,7084.9,49860.0,2103.0
E01004091,120.0,0.0,4.252,4.563,3426.9,22890.0,486.0
E01004092,166.0,0.0,4.75,7.536,2322.7,18016.0,462.0
E01004093,193.0,0.0,3.472,5.418,4255.6,29052.0,1271.0
E01004094,238.0,0.0,7.413,4.481,6708.6,39923.0,1770.0
E01004095,125.0,0.0,3.525,5.625,5384.4,26518.0,420.0
E01004096,139.0,0.0,5.892,18.894,10169.4,52076.0,1899.0
E01004097,154.0,0.0,9.323,4.804,6086.0,26454.0,686.0
E01004098,133.0,0.0,9.224,5.989,5805.0,27983.0,869.0
E01004099,461.0,0.0,10.511,21.103,4158.5,50002.0,2277.0
E01004100,267.0,0.0,9.472,7.356,4349.2,33146.0,1087.0
E01004101,130.0,0.0,6.182,4.687,6290.2,26800.0,596.0
E01004102,335.0,0.0,9.733,10.815,3867.8,32447.0,871.0
E01004103,239.0,0.0,6.017,8.235,10113.9,49476.0,1589.0
E01004104,167.0,0.0,7.206,4.084,4255.8,23624.0,742.0
E01004105,199.0,0.0,7.63,5.081,4879.1,24590.0,716.0
E01004106,119.0,0.0,2.673,3.091,1998.0,17586.0,510.0
E01004107,244.0,0.0,4.939,12.514,6703.8,29639.0,730.0
E01004108,353.0,0.0,0.702,13.133,428.8,11098.0,376.0
E01004109,202.0,0.0,2.804,14.737,2577.4,15538.0,365.0
E01004110,370.0,0.0,9.515,9.204,6566.8,48533.0,1122.0
E01004111,303.0,0.0,6.751,10.447,3540.3,28766.0,881.0
E01004112,146.0,0.0,6.136,2.793,3178.9,21432.0,602.0
E01004114,162.0,0.0,0.542,4.659,1153.9,9058.0,327.0
E01004115,157.0,0.0,3.242,6.163,7080.1,40699.0,926.0
E01004116,127.0,0.0,3.312,6.392,4896.6,28449.0,792.0
E01004117,109.0,0.0,1.409,4.051,5617.9,21539.0,675.0
E01004118,528.0,0.0,8.167,9.787,6669.1,34588.0,765.0
E01004119,260.0,0.0,6.306,9.583,5633.3,30188.0,531.0
E01004120,99.0,0.0,5.058,4.752,5262.4,29357.0,670.0
E01004121,344.0,0.0,8.319,8.307,6255.9,43612.0,811.0
E01004122,120.0,0.0,4.236,5.319,5360.6,25924.0,430.0
E01004123,775.0,0.0,8.482,28.156,5599.5,46995.0,1352.0
E01004124,301.0,0.0,3.977,23.237,10919.5,37447.0,1089.0
E01004125,332.0,0.0,6.712,31.639,11600.6,69889.0,1512.0
E01004126,303.0,0.0,7.117,31.361,12175.6,51085.0,753.0
E01004127,239.0,0.0,5.674,19.777,8951.5,51360.0,1650.0
E01004128,585.0,0.0,6.538,23.682,8466.9,64273.0,1116.0
E01004129,508.0,0.0,9.462,34.12,7132.6,56687.0,1752.0
E01004130,569.0,0.0,4.31,10.222,2609.5,36817.0,1239.0
E01004131,179.0,0.0,5.572,11.154,9205.3,36277.0,612.0
E01004132,121.0,0.0,4.673,6.647,8690.1,34586.0,537.0
E01004133,115.0,0.0,3.938,6.482,8167.1,33729.0,949.0
E01004134,229.0,0.0,6.815,11.832,7351.6,35059.0,658.0
E01004135,172.0,0.0,4.403,7.552,5249.3,32989.0,621.0
E01004136,144.0,0.0,4.692,8.396,6476.2,39933.0,911.0
E01004137,723.0,0.0,26.14,16.018,11031.5,39560.0,1572.0
E01004138,294.0,0.0,7.844,14.166,10704.6,56590.0,1755.0
E01004139,246.0,0.0,14.234,9.611,9974.1,39838.0,1288.0
E01004140,535.0,0.0,17.522,33.998,14236.0,70175.0,2808.0
E01004141,334.0,0.0,9.35,21.087,15145.2,52569.0,2133.0
E01004142,449.0,0.0,26.945,25.999,11801.8,49281.0,2621.0
E01004143,158.0,0.0,16.925,11.79,12958.6,41197.0,993.0
E01004144,272.0,0.0,9.664,8.77,4348.9,28531.0,984.0
E01004145,311.0,0.0,7.519,12.273,4974.9,20949.0,549.0
E01004146,294.0,0.0,15.827,12.483,9262.0,45263.0,1452.0
E01004147,195.0,0.0,3.92,9.428,5518.0,39189.0,940.0
E01004148,345.0,0.0,9.043,23.361,7739.5,34005.0,1042.0
E01004149,203.0,0.0,9.584,9.979,6794.5,36970.0,1214.0
E01004150,302.0,0.0,20.912,21.634,12304.8,51719.0,1892.0
E01004151,205.0,0.0,7.498,14.853,9790.8,24709.0,623.0
E01004152,327.0,0.0,21.216,14.903,8662.1,60157.0,1873.0
E01004153,228.0,0.0,9.76,13.116,11157.4,53352.0,1740.0
E01004154,85.0,0.0,3.803,4.873,4359.0,19590.0,229.0
E01004155,253.0,0.0,10.204,8.123,9947.8,48362.0,2199.0
E01004156,371.0,0.0,24.608,9.004,9706.6,45744.0,1521.0
E01004157,106.0,0.0,10.5,3.327,4954.1,27730.0,416.0
E01004158,218.0,0.0,11.739,7.905,6732.4,34496.0,687.0
E01004159,218.0,0.0,6.798,14.179,4837.3,24366.0,519.0
E01004160,173.0,0.0,8.875,9.329,7307.4,26671.0,575.0
E01004161,212.0,0.0,5.609,8.007,4647.9,24731.0,634.0
E01004162,214.0,0.0,24.035,11.476,9527.6,46015.0,2081.0
E01004163,256.0,0.0,4.521,14.594,7989.8,44669.0,1751.0
E01004164,277.0,0.0,7.524,12.098,6143.0,53214.0,2518.0
E01004165,387.0,0.0,10.46,16.373,7095.5,53966.0,2151.0
E01004166,233.0,0.0,7.409,11.417,6345.2,40168.0,1462.0
E01004167,720.0,0.0,5.053,31.388,9957.3,47520.0,1293.0
E01004168,233.0,0.0,4.518,8.689,7166.4,39758.0,853.0
E01004169,276.0,0.0,3.355,27.196,12470.7,43034.0,1912.0
E01004170,456.0,0.0,14.564,10.215,8782.3,46235.0,2212.0
E01004171,248.0,0.0,6.447,6.369,4375.8,40711.0,1810.0
E01004172,497.0,0.0,12.224,20.888,10873.9,47215.0,1614.0
E01004173,163.0,0.0,5.455,13.552,6034.5,32368.0,992.0
E01004174,291.0,0.0,13.142,17.325,9177.4,37979.0,960.0
E01004175,239.0,0.0,5.468,10.891,6670.5,45936.0,1567.0
E01004176,300.0,0.0,9.356,11.911,9466.2,59090.0,2087.0
